ID;Bird;Cage;Date of Transfer;Who
5711;r8s9;R3;18.11.2009;Moritz
5712;s3k-y8;KM;19.11.2009;Janie
5713;o4r8;M3;19.11.2009;Moritz
5714;k1r10;KU;19.11.2009;Janie
5715;k2r10;KU;19.11.2009;Janie
5716;p1r10;KU;19.11.2009;Janie
5717;p4r10;KU;19.11.2009;Janie
5718;p5r10;KU;19.11.2009;Janie
5719;k10r8;E7;20.11.2009;alexei
5720;k6r10;FJ4;20.11.2009;Alexei
5721;k6r10;2U1;20.11.2009;
5722;k7r10;FJ4;20.11.2009;Alexei
5723;k8r10;FJ4;20.11.2009;Alexei
5724;K-K-K209-15;FJ4;21.11.2009;Alexei
5725;r3y1;FJ4;21.11.2009;Alexei
5726;purple022;2O3;21.11.2009;Daniele
5727;g17r8;2O3;21.11.2009;Daniele
5728;o4r8;R1;21.11.2009;Daniele
5729;p5r7;M3;21.11.2009;Daniele
5730;r011;M7;21.11.2009;Daniele
5731;o8r5;M7;21.11.2009;Daniele
5732;p2r5;U3;21.11.2009;Daniele
5733;b5r7;U3;21.11.2009;Daniele
5734;o1r1;M4;21.11.2009;Daniele
5735;r2y1;M4;21.11.2009;Daniele
5736;r10y3;M4;21.11.2009;Daniele
5737;r10y4;M4;21.11.2009;Daniele
5738;r10y5;M4;21.11.2009;Daniele
5739;r10y6;M4;21.11.2009;Daniele
5740;o1r10;R-quarantine;21.11.2009;Daniele
5741;o8r5;KU;21.11.2009;Daniele
5742;o10r10;R-quarantine;21.11.2009;Daniele
5743;o18r8;KU;21.11.2009;Daniele
5744;b11r7;MK;21.11.2009;Alessandro
5745;o17r7;E8;21.11.2009;Alessandro
5746;o12r10;R-quarantine;21.11.2009;Daniele
5747;p18r8;KU;21.11.2009;Daniele
5748;o2r10;R-quarantine;21.11.2009;Daniele
5749;r8y18;KU;21.11.2009;Daniele
5750;g20r8;E8;22.11.2009;alessandro
5751;r8y12;R4;22.11.2009;alessandro
5752;r5s13;R4;22.11.2009;alessandro
5753;r8s19;R4;22.11.2009;alessandro
5754;p10r10;IS8;23.11.2009;Andreas
5755;p11r10;IS5;23.11.2009;Andreas
5756;p12r10;IS7;23.11.2009;Andreas
5757;p13r10;IS4;23.11.2009;Andreas
5758;o14r10;KU;23.11.2009;Janie
5759;o18r10;KU;23.11.2009;Janie
5760;p4r10;R7;23.11.2009;Janie
5761;p5r10;R7;23.11.2009;Janie
5762;p1r10;R7;23.11.2009;Janie
5763;k2r10;R7;23.11.2009;Janie
5764;o15r10;KU;23.11.2009;Janie
5765;k1r10;R7;23.11.2009;Janie
5766;b8r7;R8;24.11.2009;Claude
5767;r3y1;R8;24.11.2009;Claude
5768;o20r8;KU;24.11.2009;Claude
5769;k5r8;KU;24.11.2009;Joergen
5770;k5r8;E9;25.11.2009;Joergen
5771;r5y15;2M3;26.11.2009;Alexei
5772;o12r3;2M3;26.11.2009;Alexei
5773;k10r10;2M3;26.11.2009;Alexei
5774;k11r10;2M3;26.11.2009;Alexei
5775;k12r10;2M3;26.11.2009;Alexei
5776;k13r10;2M3;26.11.2009;Alexei
5777;k14r10;2M3;26.11.2009;Alexei
5778;g9r10;KM;27.11.2009;Moritz
5779;s5y11;A;27.11.2009;Claude
5780;o10r7;A;27.11.2009;Claude
5781;o12r7;A;27.11.2009;Claude
5782;r3y1;IS3;27.11.2009;Claude
5783;o13r10;O5;27.11.2009;Alessandro
5784;g3r10;E10;27.11.2009;Alexei
5785;b4r10;2O2;28.11.2009;Andreas
5786;r10y7;M6;28.11.2009;Andreas
5787;r10y12;M6;28.11.2009;Andreas
5788;r10y15;M6;28.11.2009;Andreas
5789;r10y14;M6;28.11.2009;Andreas
5790;r10y10;U6;28.11.2009;Andreas
5791;r10y13;U6;28.11.2009;Andreas
5792;o11r10;R-quarantine;28.11.2009;Andreas
5793;o3r10;R-quarantine;28.11.2009;Andreas
5794;b14r3;2M4;28.11.2009;Andreas
5795;r6s13;2M4;28.11.2009;Andreas
5796;o5r8;M6;28.11.2009;Andreas
5797;k10r2;M6;28.11.2009;Andreas
5798;purple050;O7;28.11.2009;Andreas
5799;o18r7;O7;28.11.2009;Andreas
5800;o11r8;U5;28.11.2009;Andreas
5801;g15r8;U5;28.11.2009;Andreas
5802;p3r6;U6;28.11.2009;Andreas
5803;r5y18;U6;28.11.2009;Andreas
5804;r5y18;U6;28.11.2009;Andreas
5805;o8r10;R-quarantine;28.11.2009;Andreas
5806;o15r8;KU;28.11.2009;Andreas
5807;o5r10;R-quarantine;28.11.2009;Andreas
5809;r8y20;KU;28.11.2009;Andreas
5810;g18r10;KM;28.11.2009;Andreas
5811;r7s6;KU;28.11.2009;Andreas
5812;o7r10;R-quarantine;28.11.2009;Andreas
5813;b5r7;KU;28.11.2009;Andreas
5814;o4r10;R-quarantine;28.11.2009;Andreas
5815;k15r8;KU;28.11.2009;Andreas
5816;dJ2O3f;2O3;29.11.2009;?
5817;r5s20;A-UL;29.11.2009;Janie
5818;g2r10;E10;29.11.2009;Alexei
5819;p14r8;IS8;30.10.2009;Gokcen
5820;p14r8;KM;30.11.2009;Michael
5821;r10s13;KM;30.11.2009;Michael
5822;r10s1;KM;30.11.2009;Michael
5823;r10s14;KM;30.11.2009;Michael
5824;k17r8;R3;30.11.2009;Michael
5825;k7r8;KM;01.12.2009;alessandro
5826;o18r7;KU;01.12.2009;Joergen
5832;;;;
5833;;;;
5834;;;;
5835;p13r8;KO;01.12.2009;Gokcen
5836;r10y8;KU;03.12.2009;Joergen
5837;r6s4;MK;04.12.2009;Michel
5838;o20r8;E2;04.12.2009;Claude
5839;b14r4;M1;06.12.2009;Alexei
5840;o19r5;M1;06.12.2009;Alexei
5841;r2s20;2M1;06.12.2009;Alexei
5842;g13r8;2M1;06.12.2009;Alexei
5843;g4r7;2U3;06.12.2009;Alexei
5844;g12r2;2U3;06.12.2009;Alexei
5845;p20r10;2U3;06.12.2009;Alexei
5846;p7r10;M1;06.12.2009;Alexei
5847;p8r10;M1;06.12.2009;Alexei
5848;p15r10;M1;06.12.2009;Alexei
5849;p16r10;2M1;06.12.2009;Alexei
5850;p17r10;2M1;06.12.2009;Alexei
5851;p18r10;2M1;06.12.2009;Alexei
5852;p10r10;O3;06.12.2009;Alexei
5853;p11r10;O3;06.12.2009;Alexei
5854;p12r10;O3;06.12.2009;Alexei
5855;p13r10;O3;06.12.2009;Alexei
5856;p14r10;O3;06.12.2009;Alexei
5857;r10y1;M2;06.12.2009;Alexei
5858;r10y2;M2;06.12.2009;Alexei
5859;p8r8;2U4;06.12.2009;Alexei
5860;r8y19;2U4;06.12.2009;Alexei
5861;purple050;KM;07.12.2009;Alexei
5862;r8p-s19o;KU;07.12.2009;Alexei
5863;k17r8;KM;07.12.2009;Alexei
5864;r6s13;KU;07.12.2009;Alexei
5865;g8r1;KM;07.12.2009;Alexei
5866;p5r7;KU;07.12.2009;Alexei
5867;p15r8;KM;07.12.2009;Alexei
5868;r2y1;KU;07.12.2009;Alexei
5869;b14r3;KM;07.12.2009;Alexei
5870;r8s7;KU;07.12.2009;Alexei
5871;o1r1;KO;07.12.2009;Alexei
5872;g15r8;KU;07.12.2009;Alexei
5873;g16r10;KM;07.12.2009;Daniele
5874;r10s13;IS4;07.12.2009;Michael
5875;r10s14;R3;07.12.2009;Michael
5876;r10s1;R3;07.12.2009;Michael
5877;p14r8;IS2;07.12.2009;Michael
5878;k16r8;KM;07.12.2009;Daniele
5879;g16r10;R1;08.12.2009;Daniele
5880;r10y15;KU;08.12.2009;Joergen
5881;g10r10;KO;08.12.2009;Daniele
5882;p16r8;KO;08.12.2009;Daniele
5883;o3r8;R6;09.12.2009;Alessandro
5884;k7r8;MK;09.12.2009;alessandro
5885;p3r7;MK;10.12.2009;Alessandro
5886;r10y4;MK;10.12.2009;Alessandro
5887;r10y5;MK;10.12.2009;Alessandro
5888;r10y6;MK;10.12.2009;Alessandro
5889;r10s17;R4;10.12.2009;Alessandro
5890;p3o-sb;R7;10.12.2009;Michel
5891;p12r4;R7;10.12.2009;Michel
5892;k1r10;MK;10.12.2009;Michel
5893;k16r8;R1;10.12.2009;Daniele
5894;g10r10;R1;10.12.2009;Daniele
5895;p16r8;R1;11.12.2009;Moritz
5896;g4r5;E4;12.12.2009;Andreas
5897;r10s1;IS2;15.12.2009;Michael
5898;r10s14;IS4;15.12.2009;Michael
5899;o3r8;MK;16.12.2009;Alessandro
5900;p16r8;R1;16.12.2009;Moritz
5901;p18r10;KU;17.12.2009;Joergen
5902;b17r10;KO;18.12.2009;Michael
5903;b4r10;KO;18.12.2009;Michael
5904;g5r10;KO;18.12.2009;Michael
5905;o16r10;KO;18.12.2009;Michael
5906;p16r10;KO;18.12.2009;Michael
5907;p3r10;KO;18.12.2009;Michael
5908;p7r10;KO;18.12.2009;Michael
5910;r10y12;KO;18.12.2009;Michael
5911;r10y14;KO;18.12.2009;Michael
5912;r10y3;KO;18.12.2009;Michael
5913;r10y16;M5;20.12.2009;Joshua
5914;r10y16;KO;20.12.2009;Richard
5915;o10r8;2O2;20.12.2009;Alexei
5916;r5s1;2O2;20.12.2009;Alexei
5917;k3r10;2O2;20.12.2009;Alexei
5918;r11s7;2O2;20.12.2009;Alexei
5919;r11s8;2O2;20.12.2009;Alexei
5920;r11s10;2O2;20.12.2009;Alexei
5921;r11s11;2O2;20.12.2009;Alexei
5922;p14r10;KU;20.12.2009;Joshua
5923;k11r8;KO;20.12.2009;Joshua
5924;r10s16;KO;04.01.2010;Janie
5925;b18r10;KU;20.12.2009;Joshua
5926;r10s5;KO;20.12.2009;Joshua
5927;r10s17;KU;20.12.2009;Joshua
5928;b10r10;KO;20.12.2009;Joshua
5929;r10s12;KU;20.12.2009;Joshua
5930;r5s4;2U1;23.12.2009;Alexei
5931;p14k;2U1;23.12.2009;Alexei
5932;k8r10;2U1;23.12.2009;Alexei
5933;k7r10;2U1;23.12.2009;Alexei
5934;k6r10;2U1;23.12.2009;Alexei
5935;r11s13;2U1;23.12.2009;Alexei
5936;r11s14;2U1;23.12.2009;Alexei
5937;r11s15;2U1;23.12.2009;Alexei
5938;r11s16;2U1;23.12.2009;Alexei
5939;g17r10;KM;23.12.2009;Richard
5940;p14r10;M1;23.12.2009;Richard
5941;p14r10;R7;23.12.2009;Richard
5942;r10y5;KU;23.12.2009;Richard
5943;p12r4;KU;23.12.2009;Joshua
5944;o20r8;R5;23.12.2009;Claude
5945;r8s16;FJ2;26.12.2009;alessandro
5946;r8s17;FJ2;26.12.2009;alessandro
5947;r10s20;2M2;26.12.2009;Claude
5948;;;;
5949;r10y17;O1;26.12.2009;Claude
5950;r10y18;O1;26.12.2009;Claude
5951;r10y19;O1;26.12.2009;Claude
5952;r10y20;O1;26.12.2009;Claude
5953;p19r10;2U2;26.12.2009;Claude
5954;r6s5;O1;26.12.2009;Claude
5955;o6r7;O1;26.12.2009;Claude
5956;p3o-sb;KU;26.12.2009;Claude
5957;b1r10;KM;26.12.2009;Claude
5958;r10y7;KU;27.12.2009;Alexei
5959;k11r10;FJ4;27.12.2009;Alexei
5960;o3r8;R6;27.12.2009;Alessandro
5961;b12r8;FJ3;27.12.2009;Alessandro
5962;g1r10;FJ3;27.12.2009;Alessandro
5963;k19r8;FJ3;27.12.2009;Alessandro
5964;k20r8;FJ3;27.12.2009;Alessandro
5965;o9r6;FJ8;27.12.2009;Alessandro
5966;p4r7;FJ8;27.12.2009;Alessandro
5967;p15r6;FJ8;27.12.2009;Alessandro
5968;r7y4;FJ6;27.12.2009;Alessandro
5969;k11r8;M1;31.12.2009;alessandro
5970;p12r4;M1;31.12.2009;alessandro
5971;o5r8;A-UL;02.01.2010;alessandro
5972;k10r2;A-UR;02.01.2010;alessandro
5973;r5y14;A-UL;02.01.2010;alessandro
5974;r7y1;A-UR;02.01.2010;alessandro
5975;r11s5;2U2;03.01.2010;Andreas
5976;r11s4;2U2;03.01.2010;Andreas
5977;p14r10;R7;03.01.2010;Andreas
5978;r10y5;R7;03.01.2010;Andreas
5979;r7y7;R6;03.01.2010;Janie
5980;r7y5;R6;03.01.2010;Janie
5981;g3r10;KM;04.01.2010;Janie
5982;p14r10;IS7;04.01.2010;Andreas
5983;r10y5;IS5;04.01.2010;Andreas
5984;b19r10;KO;04.01.2010;Janie
5985;p20r8;KO;04.01.2010;Janie
5986;p2r5;KO;04.01.2010;Janie
5987;r011;KO;04.01.2010;Janie
5988;purple022;KO;04.01.2010;Janie
5989;p4r8;R4;05.01.2010;Andreas
5990;p3r10;R0;05.01.2010;Michael
5991;b4r10;R0;05.01.2010;Michael
5992;b17r10;R0;05.01.2010;Michael
5993;k7r10;FJ5;05.01.2010;alessandro
5994;k8r10;FJ5;05.01.2010;alessandro
5995;k11r8;KM;06.01.2010;Moritz
5996;b13r10;KM;07.01.2010;Moritz
5997;b2r10;KM;07.01.2010;Daniele
5998;r10y5;IS7;08.01.2010;Andreas
5999;p4r8;IS5;08.01.2010;Andreas
6000;o3r8;MK;08.01.2010;Alessandro
6001;r3y1;R8;08.01.2010;Claude
6002;b10r7;M5;08.01.2010;Claude
6003;b10r7;R5;08.01.2010;Claude
6006;r10s15;KO;20.12.2009;Josh
6007;r7y7;IS2;08.01.2010;Janie
6009;g3r10;IS8;08.01.2010;Janie
6010;r10s16;R6;08.01.2010;Janie
6011;purple022;R6;08.01.2010;Janie
6012;r7y4;MK;09.01.2010;Alessandro
6013;b7br-b3k;FJ7;09.01.2010;Alessandro
6014;o20r10;2O4;09.01.2010;Janie
6015;g1r11;O5;09.01.2010;Janie
6016;g2r11;O5;09.01.2010;Janie
6017;p2r5;A-UL;09.01.2010;Janie
6018;b12r8;KU;09.01.2010;Janie
6019;b16r8;FJ6;10.01.2010;alessandro
6020;o12r3;FJ4;10.01.2010;alessandro
6021;k10r10;FJ4;10.01.2010;alessandro
6022;k12r10;FJ4;10.01.2010;alessandro
6023;k13r10;FJ4;10.01.2010;alessandro
6024;k14r10;FJ4;10.01.2010;alessandro
6025;r11s8;FJ1;10.01.2010;Alexei
6026;r11s10;FJ1;10.01.2010;Alexei
6027;r11s13;FJ5;10.01.2010;Alexei
6028;r11s14;FJ5;10.01.2010;Alexei
6029;r11s16;FJ5;10.01.2010;Alexei
6030;b2r10;R1;11.01.2010;Daniele
6031;b13r10;R1;11.01.2010;Moritz
6032;b11r10;KO;11.01.2010;Joergen
6033;g1r11;KU;11.01.2010;Alexei
6034;p15r6;KU;11.01.2010;Alexei
6035;p17r10;KU;11.01.2010;Alexei
6036;r10y19;KU;11.01.2010;Alexei
6037;s11o-sb;KU;11.01.2010;Alexei
6038;g15r10;KM;12.01.2010;Daniele
6039;p3r10;IS1;12.01.2010;Michael
6040;b4r10;IS3;12.01.2010;Michael
6041;b17r10;IS6;12.01.2010;Michael
6042;g5r10;R0;13.01.2010;Michael
6043;p7r10;R0;13.01.2010;Michael
6044;r10y14;R0;13.01.2010;Michael
6045;r10y3;R0;13.01.2010;Michael
6046;r10s20;KO;13.01.2010;Michael
6047;r10y1;KO;13.01.2010;Michael
6048;r10y18;KO;13.01.2010;Michael
6049;r10y20;KO;13.01.2010;Michael
6050;r10s16;IS8;13.01.2010;Janie
6051;k11r8;R1;14.01.2010;Moritz
6052;g15r10;R1;15.01.2010;Daniele
6053;r11s11;FJ1;15.01.2010;Alexei
6054;r11s15;FJ5;15.01.2010;Alexei
6055;r11s12;FJ1;15.01.2010;Alexei
6056;r11s7;FJ1;15.01.2010;Alexei
6057;k7r10;R4;16.01.2010;alessandro
6058;k8r10;R4;16.01.2010;alessandro
6059;p4r8;R4;16.01.2010;alessandro
6060;r7p1;O4;16.01.2010;Daniele
6061;p13r5;O4;16.01.2010;Daniele
6067;p14r10;R4;17.01.2010;Yingxue
6068;p14r10;E8;18.01.2010;
6069;purple022;IS2;18.01.2010;Janie
6070;r7y5;IS4;18.01.2010;Janie
6071;y13r8;E6;14.10.2009;
6072;r11s10;E12;23.01.2010;Alexei
6073;g1r11;E11;23.01.2010;Alexei
6074;r10y19;E12;23.01.2010;Alexei
6075;r11s14;E10;23.01.2010;Alexei
6076;r11s8;E11;23.01.2010;Alexei
6077;r11s12;E7;23.01.2010;Alexei
6078;r11s15;IS1;23.01.2010;Alexei
6079;r11s7;E10;23.01.2010;Alexei
6080;k3r10;FJ1;23.01.2010;Alexei
6081;purple022;R7;23.01.2010;Janie
6082;b13r8;FJ8;23.01.2010;Alessandro
6083;b14r8;FJ8;23.01.2010;Alessandro
6084;b7br-b3k;FJ8;23.01.2010;Alessandro
6085;o13r7;FJ8;23.01.2010;Alessandro
6086;r5s1;FJ1;24.01.2010;alessandro
6087;r5s4;FJ5;24.01.2010;alessandro
6088;r11s7;FJ1;24.01.2010;alessandro
6089;r11s10;FJ1;24.01.2010;alessandro
6090;r11s12;FJ1;24.01.2010;alessandro
6091;p3r7;R4;24.01.2010;Janie
6093;r10y3;KM;26.01.2010;Moritz
6094;p3r7;E1;27.01.2010;Janie
6095;p13r5;KU;24.01.2010;Gokcen
6099;b6r11;M2;24.01.2010;Gokcen
6100;g3r11;M2;24.01.2010;Gokcen
6101;b2r11;M5;24.01.2010;Gokcen
6102;b7r11;M5;24.01.2010;gokcen
6103;b4r11;O3;24.01.2010;gokcen
6104;p1r11;O3;24.01.2010;Gokcen
6105;b5r11;o3;24.01.2010;gokcen
6106;r11s17;U1;24.01.2010;GOKCEN
6107;b1r11;U3;28.01.2010;Andreas
6108;o7r10;U3;28.01.2010;Andreas
6109;b5r7;U3;28.01.2010;Andreas
6110;b17r10;R0;22.01.2010;Michael
6111;o16r10;R0;28.01.2010;Michael
6112;p5r3;U1;28.01.2010;Alexei
6113;r8s8;U1;28.01.2010;Alexei
6114;o11r11;U1;28.01.2010;Alexei
6115;o12r11;U1;28.01.2010;Alexei
6116;o13r11;U1;28.01.2010;Alexei
6118;dJ2O1a;2O1;28.01.2010;alessandro
6119;b15r10;KM;28.01.2010;Moritz
6120;k8r2;2M2;29.01.2010;Michael
6121;o7r5;2M2;29.01.2010;Michael
6122;b15r6;M5;29.01.2010;Michael
6123;g18r10;M7;29.01.2010;Michael
6124;r7s6;M7;29.01.2010;Michael
6125;o10r10;U2;29.01.2010;Michael
6126;o18r8;U2;29.01.2010;Michael
6127;b11r7;U7;29.01.2010;Michael
6128;o17r7;U7;29.01.2010;Michael
6129;r11s8;ISO1;29.01.2010;Alexei
6131;g7r11;2M2;29.01.2010;Michael
6132;g4r11;2M2;29.01.2010;Michael
6133;g5r11;2M2;29.01.2010;Michael
6134;g8r11;2M2;29.01.2010;Michael
6135;dJU6f;U6;29.01.2010;Michael
6136;o6r7;A-UR;29.01.2010;Michael
6137;p20r8;A-UL;29.01.2010;Michael
6138;g2r5;A-UR;29.01.2010;Michael
6139;p3r6;A-UL;29.01.2010;Michael
6140;974;A-UL;29.01.2010;Michael
6141;r5y18;A-UR;29.01.2010;Michael
6142;r6s10;A-UR;29.01.2010;Michael
6143;b7r7;A-UL;29.01.2010;Michael
6144;p4r8;KU;29.01.2010;Michael
6145;r10y17;KO;29.01.2010;Michael
6146;b16r8;MK;30.01.2010;alessandro
6147;p15r5;FJ8;30.01.2010;Alessandro
6148;r8s16;FJ6;31.01.2010;alessandro
6149;g2r11;KM;01.02.2010;gokcen
6150;o8p-y8;KU;01.02.2010;Janie
6151;b7r11;KU;01.02.2010;Claude
6152;o7r10;E11;03.02.2010;Andreas
6153;p20r10;KO;03.02.2010;Moritz
6154;g19r2;KU;06.02.2010;alessandro
6155;r10y2;KO;06.02.2010;Andreas
6156;o18r8;KU;06.02.2010;Andreas
6157;g4r10;KO;06.02.2010;Andreas
6158;r10s11;KU;06.02.2010;Andreas
6159;p2r10;KO;06.02.2010;Andreas
6160;o13r7;KU;06.02.2010;Andreas
6161;r10y10;KO;06.02.2010;Andreas
6162;b7br-b3k;KU;06.02.2010;Andreas
6163;r7p1;KO;06.02.2010;Andreas
6164;b5r10;KU;06.02.2010;Andreas
6165;p10r8;2O4;06.02.2010;Andreas
6166;b11r8;2O4;06.02.2010;Andreas
6167;o8r8;O5;06.02.2010;Andreas
6168;k5r2;O5;06.02.2010;Andreas
6169;r11s18;2O1;06.02.2010;Andreas
6170;r11s19;2O1;06.02.2010;Andreas
6171;o1r11;2O4;06.02.2010;Andreas
6172;o3r11;2O4;06.02.2010;Andreas
6173;o2r11;2O4;06.02.2010;Andreas
6174;o10r7;R5;08.02.2010;Claude
6175;b10r7;E2;08.02.2010;Claude
6176;b7r11;E2;08.02.2010;Claude
6177;k10r7;2U2;08.02.2010;Alexei
6178;p7r8k;2U2;08.02.2010;Alexei
6179;r11y8;2U2;08.02.2010;Alexei
6180;r11y9;2U2;08.02.2010;Alexei
6181;k10r8;KM;08.02.2010;Moritz
6182;p16r10;R0;08.02.2010;Michael
6183;r10s20;R0;08.02.2010;Michael
6184;purple022;IS2;08.02.2010;Janie
6185;o1r11;KU;09.02.2010;Joergen
6186;r10y7;E6;10.02.2010;Alexei
6187;k11r10;E6;10.02.2010;Alexei
6188;p7r8k;A-UL;10.02.2010;Alexei
6189;k10r7;FJ3;10.02.2010;Alexei
6190;r11y8;FJ3;10.02.2010;Alexei
6191;r11y9;FJ3;10.02.2010;Alexei
6192;o10r11;U6;11.02.2010;alessandro
6193;g7r11;KU;11.02.2010;Joergen
6194;g19r2;R4;12.02.2010;alessandro
6195;o13r10;R4;12.02.2010;alessandro
6196;o8p-y8;R4;12.02.2010;alessandro
6197;r10y4;KU;13.02.2010;Alessandro
6198;o10r11;R4;14.02.2010;alessandro
6199;r10y4;R4;14.02.2010;alessandro
6200;r8s8;FJ2;14.02.2010;Alexei
6201;o11r11;FJ2;14.02.2010;Alexei
6202;o12r11;FJ2;14.02.2010;Alexei
6203;o13r11;FJ2;14.02.2010;Alexei
6204;r10y13;KU;14.02.2010;Alexei
6205;g17r8;KU;14.02.2010;Alexei
6206;o13r10;KU;14.02.2010;Alexei
6207;b12r10;KM;14.02.2010;alexei
6208;g19r2;KU;14.02.2010;Alexei
6209;r8y18;KU;15.02.2010;Alexei
6210;g8r1;U5;15.02.2010;Alexei
6211;p7r7;;15.02.2010;Alexei
6212;p5r7;U5;15.02.2010;Alexei
6213;o14r11;O6;15.02.2010;Alexei
6214;p17r10;E7;15.02.2010;Alexei
6215;o11r10;KM;15.02.2010;Alexei
6216;r7y4;FJ8;16.02.2010;Alessandro
6217;r8s17;FJ6;16.02.2010;Alessandro
6218;k1r10;KU;16.02.2010;Joergen
6219;b1r11;KM;17.02.2010;alessandro
6220;o13r7;M7;18.02.2010;Alessandro
6221;p2r10;M7;18.02.2010;Alessandro
6222;b5r7;E11;19.02.2010;Alessandro
6223;b13r11;E11;19.02.2010;Alessandro
6224;b11r11;E11;19.02.2010;Andreas
6225;b12r11;E11;19.02.2010;Andreas
6226;b10r11;E11;19.02.2010;Andreas
6227;o7r10;A-UL;19.02.2010;alessandro
6228;p15r5;ptest;19.02.2010;Alessandro
6229;o20r10;KM;19.02.2010;Daniele
6230;o8r8;A-UL;18.02.2010;Claude
6231;b14r11;2M4;20.02.2010;Janie
6233;b15r11;2M4;20.02.2010;Janie
6234;b16r11;2O3;20.02.2010;Janie
6235;b17r11;2O3;20.02.2010;Janie
6236;b18r11;2O3;20.02.2010;Janie
6237;b19r11;2O3;20.02.2010;Janie
6238;b20r11;2O3;20.02.2010;Janie
6239;o20r11;M3;20.02.2010;Janie
6240;o19r11;M3;20.02.2010;Janie
6241;o15r11;M4;20.02.2010;Janie
6242;o16r11;M4;20.02.2010;Janie
6243;o17r11;M4;20.02.2010;Janie
6244;o18r11;M4;20.02.2010;Janie
6245;g10r11;O2;20.02.2010;Janie
6246;g11r11;O2;20.02.2010;Janie
6247;g13r11;O7;20.02.2010;Janie
6248;g12r11;O7;20.02.2010;Janie
6249;o4r11;U6;20.02.2010;Janie
6250;o5r11;U6;20.02.2010;Janie
6251;o6r11;U6;20.02.2010;Janie
6252;o7r11;U6;20.02.2010;Janie
6253;o8r11;U6;20.02.2010;Janie
6254;b10r1;;20.02.2010;Janie
6255;b10r10;2M1;20.02.2010;Janie
6256;r10s12;2M1;20.02.2010;Janie
6257;b1r10;2O2;20.02.2010;Janie
6258;p3o-sb;2O2;20.02.2010;Janie
6259;r10s15;2U4;20.02.2010;Janie
6260;b18r10;2U4;20.02.2010;Janie
6261;p5r3;A-UL;20.02.2010;Janie
6262;o12r3;A-UR;20.02.2010;Janie
6263;g8r1;A-UL;20.02.2010;Janie
6264;b10r11;IS1;20.02.2010;Andreas
6265;g18r10;KM;21.02.2010;Joergen
6266;b12r11;IS2;21.02.2010;Andreas
6267;r10y8;E9;21.02.2010;Joergen
6268;g2r11;iso 9;22.02.2010;Claude
6269;o8r8;E2;22.02.2010;Claude
6270;o20r10;R1;22.02.2010;Daniele
6271;r11s19;KO;22.02.2010;alessandro
6272;g18r10;E9;22.02.2010;Joergen
6273;b10r10;KM;23.02.2010;Joergen
6274;b4r10;R0;01.02.2010;Michael
6275;r11s19;IS9;24.02.2010;alessandro
6276;o15r7;FJ8;24.02.2010;Alessandro
6277;b5r7;FJ7;24.02.2010;Alessandro
6278;b6r11;KO;24.02.2010;Alessandro
6279;o3r11;KO;24.02.2010;Alessandro
6280;o20r11;KO;24.02.2010;Alessandro
6281;r10s8;KM;24.02.2010;Moritz
6282;s11o-sb;E5;24.02.2010;Alexei
6283;r11s13;E5;24.02.2010;Alexei
6284;r10y13;E5;24.02.2010;Alexei
6285;r11s11;IS3;24.02.2010;Alexei
6286;k13r2;2O1;25.02.2010;Alexei
6287;o2r5;2O1;25.02.2010;Alexei
6288;r11y13;2O1;25.02.2010;Alexei
6289;r11y14;2O1;25.02.2010;Alexei
6290;r11y15;2O1;25.02.2010;Alexei
6291;o3r11;IS10;25.02.2010;Alessandro
6292;o13r8;KO;25.02.2010;Alessandro
6293;b10r10;E9;25.02.2010;Joergen
6294;g8r11;KM;26.02.2010;Joergen
6295;p11r10;KO;27.02.2010;florian
6296;o17r7;KU;27.02.2010;florian
6297;r8y16;FJ7;01.03.2010;alessandro
6298;b19r10;E1;01.03.2010;Janie
6299;o20r11;IS2;01.03.2010;Alessandro
6300;r011;R6;03.03.2010;alessandro
6301;o7r10;E11;03.03.2010;alessandro
6302;p15r10;KO;04.03.2010;Moritz
6303;p12r10;KO;04.03.2010;Moritz
6304;p19r10;KU;04.03.2010;Joergen
6305;r10s14;R3;01.03.2010;Michael
6306;o1r1;2M4;05.03.2010;florian
6307;g15r8;2M4;05.03.2010;florian
6308;o8r10;2O3;05.03.2010;florian
6309;o15r8;2O3;05.03.2010;florian
6310;o5r10;M3;05.03.2010;florian
6311;r8y20;M3;05.03.2010;florian
6312;purple050;O7;05.03.2010;florian
6313;r8p-s19o;O7;05.03.2010;florian
6314;r11y5;M6;05.03.2010;alessandro
6315;k3r10;KU;05.03.2010;alessandro
6316;r10y6;KU;05.03.2010;alessandro
6317;o12r7;R5;05.03.2010;Claude
6318;g2r11;E2;05.03.2010;Claude
6319;r10y6;R4;06.03.2010;alessandro
6320;k3r10;R4;06.03.2010;alessandro
6321;r8y16;ptest;06.03.2010;alessandro
6322;p15r5;FJ8;06.03.2010;alessandro
6323;r011;E11;06.03.2010;alessandro
6324;o13r8;IS10;06.03.2010;Alessandro
6325;b4r7;KU;06.03.2010;Daniele
6326;r11y1;M6;06.03.2010;Daniele
6327;r11y2;M6;06.03.2010;Daniele
6328;r11y3;M6;06.03.2010;Daniele
6329;r11y4;M6;06.03.2010;Daniele
6330;r11y6;M6;06.03.2010;Daniele
6331;r11y7;M6;06.03.2010;Daniele
6333;o3r10;KM;06.03.2010;Daniele
6334;r10y19;KU;06.03.2010;Daniele
6335;o5r10;KM;06.03.2010;Daniele
6336;o15r8;KU;06.03.2010;Daniele
