ID;Bird;Cage;Date of Transfer;Who
2411;k15r2;KM;04.02.2008;Claude
2412;r2y3;KM;05.02.2008;Georg
2413;b13r3;KU;05.02.2008;Claude
2414;p4r2;KM;05.02.2008;Claude
2415;b18r2;KM;05.02.2008;Claude
2416;o14r2;MK;06.02.2008;Daniele
2417;o10w;MK;07.02.2008;Andreas
2418;r2s13;KO;08.02.2008;Moritz
2419;r2y11;KO;08.02.2008;Daniele
2420;b3r3;M3B;08.02.2008;Claude
2421;r3s5;M3B;08.02.2008;Claude
2422;r3s7;M3B;08.02.2008;Claude
2423;b8r3;M3B;08.02.2008;Claude
2424;r3s6;O4;08.02.2008;Claude
2426;r3s2;O4B;15.02.2008;Claude
2429;s8r3;O4;08.02.2008;Claude
2430;s9r3;O4;08.02.2008;Claude
2431;g3r1;M4;08.02.2008;Georg
2432;o3r3;M4;08.02.2008;Georg
2433;o1r3;M4;08.02.2008;Georg
2434;o2r3;M4;08.02.2008;Georg
2440;k3r2;O6;09.02.2008;florian
2441;k4r2;O6;09.02.2008;florian
2443;b4r3;O6;09.02.2008;florian
2444;b5r3;O6;09.02.2008;florian
2445;k11r2;O6;09.02.2008;florian
2446;k6r2;O6;09.02.2008;florian
2447;r4s2;O6;09.02.2008;florian
2448;r4s1;O6;09.02.2008;florian
2449;k9k-ch900;U5;10.02.2008;florian
2451;o7r3;U4;10.02.2008;florian
2452;o8r3;U4;10.02.2008;florian
2453;o9r3;U4;10.02.2008;florian
2454;o10r3;U5;10.02.2008;florian
2455;o11r3;U5;10.02.2008;florian
2456;o12r3;U5;10.02.2008;florian
2457;o13r3;U5;10.02.2008;florian
2459;o14r3;U5;10.02.2008;florian
2460;r2y11;MK;11.02.2008;Daniele
2461;s9r3;MK;11.02.2008;Claude
2462;b8r3;MK;11.02.2008;Claude
2463;k18r2;KU;11.02.2008;Claude
2464;r2y7;KU;12.02.2008;Claude
2465;k4r1;KM;13.02.2008;Claude
2466;k17r2;KU;12.02.2008;Claude
2467;r3s1;O4B;15.02.2008;Claude
2468;r3s3;O4B;15.02.2008;Claude
2469;silvergreen8;M7B;20.02.2008;Claude
2470;green16;M7B;20.02.2008;Claude
2471;y7o-r16;O4B;20.02.2008;Claude
2472;purple16;O4B;20.02.2008;Claude
2473;o10r2;KO;21.02.2008;Daniele
2474;s11r3;M6;22.02.2008;Claude
2475;o10w;E4;22.02.2008;Andreas
2476;dJO3a;O3;22.02.2008;Georg
2477;p8r2;E3;22.02.2008;Georg
2478;r1y19;KO;25.02.2008;Georg
2479;o10r3;KU;25.02.2008;Georg
2480;g5r2;KM;26.02.2008;Joshua
2482;r3y3;O5;26.02.2008;Andreas
2483;r4s4;KM;26.02.2008;Joshua
2484;r2s19;KO;26.02.2008;Daniele
2485;o10r2;MK;26.02.2008;Daniele
2486;k14r1;KM;26.02.2008;Georg
2487;b5r3;KU;26.02.2008;Georg
2488;r1s17;KM;26.02.2008;Georg
2489;o3o15;KO;26.02.2008;Georg
2490;k4r1;E2;27.02.2008;Andreas
2491;r2r7;KM;27.02.2008;Janie
2492;g14r2;KU;27.02.2008;Janie
2493;g5r2;IS5;28.02.2008;Andreas
2494;r3y3;MK;28.02.2008;Andreas
2495;r4s12;KO;29.02.2008;Aymeric
2496;r4s15;KO;29.02.2008;Aymeric
2497;r3s4;M4;03.03.2008;Daniele
2498;o4r3;M4B;03.03.2008;Daniele
2499;o5r3;M4B;03.03.2008;Daniele
2500;r3y13;M5;03.03.2008;Daniele
2501;r3y14;M5;03.03.2008;Daniele
2502;r3y15;M5;03.03.2008;Daniele
2503;r3y16;M5;03.03.2008;Daniele
2504;r3y17;M5;03.03.2008;Daniele
2505;r3y18;M5B;03.03.2008;Daniele
2506;r3y19;M5B;03.03.2008;Daniele
2507;r3y20;M5B;03.03.2008;Daniele
2508;r3s14;U5B;03.03.2008;Daniele
2509;r3s15;U5B;03.03.2008;Daniele
2511;r3s17;U5B;03.03.2008;Daniele
2512;r3s16;U5B;03.03.2008;Daniele
2513;b10r3;U6B;03.03.2008;Daniele
2514;b11r3;U6B;03.03.2008;Daniele
2515;b12r3;U6B;03.03.2008;Daniele
2516;b13r2;U6B;03.03.2008;Daniele
2517;b14r3;U6B;03.03.2008;Daniele
2518;g6r1;U5B;03.03.2008;Daniele
2519;p14b-r16;U5B;03.03.2008;Daniele
2520;r2s12;KO;03.03.2008;Daniele
2521;k3r2;KM;04.03.2008;Claude
2522;o6r3;M4B;06.03.2008;Andreas
2523;g3r1;IS4;06.03.2008;Georg
2524;o11p-p20;U6B;07.03.2008;Claude
2525;g12r2;O6;07.03.2008;Claude
2526;p10r2;O6;07.03.2008;Claude
2527;g5r2;KM;07.03.2008;Janie
2528;r2y17;KO;10.03.2008;Daniele
2529;p14k-p2;U7;10.03.2008;Joshua
2530;blue2;U7;10.03.2008;Joshua
2531;k18r4;U7;10.03.2008;Joshua
2532;k17r4;U7;10.03.2008;Joshua
2533;r2y17;MK;12.03.2008;Daniele
2534;r3y14;KO;12.03.2008;Moritz
2535;b3r1;KO;14.03.2008;Aymeric
2536;b16r3;M1B;17.03.2008;Moritz
2537;b17r3;M2;17.03.2008;Moritz
2538;r3y3;E4;17.03.2008;Andreas
2539;r2s7;M1B;17.03.2008;Moritz
2540;b12r2;M1B;17.03.2008;Moritz
2541;s20o-yellow20;M2;17.03.2008;Moritz
2542;p19k-o3;M2;17.03.2008;Moritz
2543;r2s6;KM;17.03.2008;Moritz
2544;r2y1;KU;17.03.2008;Moritz
2545;o19r2;KM;17.03.2008;Moritz
2546;r2s20;KU;17.03.2008;Moritz
2547;r3s3;KM;17.03.2008;Moritz
2548;k12r2;KU;17.03.2008;Moritz
2549;r3y9;O5;17.03.2008;Andreas
2550;r3y6;O5;17.03.2008;Andreas
2551;b15r3;O4;18.03.2008;Claude
2552;b17r3;KO;19.03.2008;Aymeric
2553;p15o-s3k;E2;13.11.2007;Claude
2554;K-K-K209-52;IS5;20.03.2008;Andreas
2555;K-K-K209-78;IS7;20.03.2008;Andreas
2556;K-G-K209-54;IS5;20.03.2008;Andreas
2557;B-R-K209-64;IS7;21.03.2008;Andreas
2558;G-TT69-73;IS3;21.03.2008;Andreas
2559;R-G-K209-91;IS8;21.03.2008;Andreas
2560;K-K-K209-15;IS2;21.03.2008;Andreas
2561;W-K-K209-14;IS5;21.03.2008;Andreas
2562;r3y1;O5;25.03.2008;Andreas
2563;r2s11;KO;25.03.2008;Aymeric
2564;r4s10;KO;25.03.2008;Aymeric
2565;r3s2;KM;26.03.2008;Joshua
2566;r2s11;IS2;26.03.2008;Aymeric
2567;p8r3;U3B;27.03.2008;Georg
2568;r1y19;E1;27.03.2008;Georg
2569;o10r3;E1;27.03.2008;Georg
2570;r1y14;KO;27.03.2008;Daniele
2571;p5r3;U1;27.03.2008;Georg
2572;p5r3;MK;28.03.2008;Georg
2573;o1r3;IS4;28.03.2008;Georg
2574;o2r3;IS6;28.03.2008;Georg
2575;o3r3;IS1;28.03.2008;Georg
2577;b18r3;M6;30.03.2008;florian
2578;b19r3;M6;30.03.2008;florian
2579;b20r3;M6;30.03.2008;florian
2580;p1r3;U1;30.03.2008;florian
2581;p2r3;U1;30.03.2008;florian
2582;p3r3;U1;30.03.2008;florian
2583;p4r3;U1;30.03.2008;florian
2584;p6r3;U3B;30.03.2008;florian
2585;p7r3;U3B;30.03.2008;florian
2586;r4s8;KO;01.04.2008;Joshua
2587;r4s10;IS3;28.03.2008;Aymeric
2588;r1y14;MK;01.04.2008;Daniele
2589;o18r2;KU;01.04.2008;Georg
2590;r3y19;KO;02.04.2008;Andreas
2591;r4s10;KO;02.04.2008;Aymeric
2592;o4r3;KO;03.04.2008;Aymeric
2593;r2y13;KM;03.04.2008;Aymeric
2594;g11r3;M4B;04.04.2008;Claude
2595;g12r3;M4B;04.04.2008;Claude
2596;g13r3;M4B;04.04.2008;Claude
2597;g14r3;M4B;04.04.2008;Claude
2598;r3s15;KO;07.04.2008;Joshua
2599;r4s8;E3;03.04.2008;Joshua
2600;r3s2;E3;31.03.2008;Joshua
2601;r4s4;IS7;06.03.2008;Joshua
2602;r3s15;E3;07.04.2008;Joshua
2603;K-K-K209-15;O5;08.04.2008;Andreas
2605;r3y5;O5;08.04.2008;Andreas
2607;r3y8;O5;08.04.2008;Andreas
2608;R-G-K209-91;O5;08.04.2008;Andreas
2609;o13r3;KM;08.04.2008;Janie
2611;o13r3;IS2;08.04.2008;Janie
2613;p5r2;KM;09.04.2008;Joshua
2614;k3r2;MK;11.04.2008;Claude
2615;g2r3;M5B;11.04.2008;Georg
2616;g3r3;M5B;11.04.2008;Georg
2617;g4r3;M5B;11.04.2008;Georg
2618;g5r3;M5B;11.04.2008;Georg
2619;g6r3;M5B;11.04.2008;Georg
2621;k5r3;U2;11.04.2008;Georg
2622;k6r3;U2;11.04.2008;Georg
2623;k7r3;U2;11.04.2008;Georg
2624;k8r3;U2;11.04.2008;Georg
2625;k9r3;U2;11.04.2008;Georg
2626;k10r3;U2;11.04.2008;Georg
2627;o19r3;M5;14.04.2008;Claude
2628;s19r3;U4;14.04.2008;Claude
2629;s20r3;U4;14.04.2008;Claude
2630;p2r1;KM;16.04.2008;Moritz
2631;r4s7;KM;16.04.2008;Moritz
2632;r3y20;KM;16.04.2008;Moritz
2633;p12r2;KM;16.04.2008;Moritz
2634;s10r3;O2;14.04.2008;Claude
2635;p8r3;E1;19.04.2008;Georg
2636;o18r2;E1;19.04.2008;Georg
2637;k1r3;M5;21.04.2008;Daniele
2638;k4r3;M5;21.04.2008;Daniele
2639;p9r1;O3;21.04.2008;Daniele
2640;g7r2;O3;21.04.2008;Daniele
2641;g10r3;U3;21.04.2008;Daniele
2642;g7r3;U3;21.04.2008;Daniele
2643;g8r3;U3;21.04.2008;Daniele
2644;g9r3;U3;21.04.2008;Daniele
2645;o18r1;U2;21.04.2008;Daniele
2646;b10r2;U2;21.04.2008;Daniele
2647;k3r2;E2;21.04.2008;Claude
2648;r2s7;KM;22.04.2008;Claude
2649;k2r1;KO;23.04.2008;Aymeric
2650;p5r2;E3;23.04.2008;Joshua
2651;g15r2;KO;24.04.2008;Aymeric
2652;g11r3;KO;24.04.2008;Andreas
2653;o7r1;KM;23.04.2008;Andreas
2655;r2y13;IS2;09.04.2008;Aymeric
2656;r2y13;MK;25.04.2008;Aymeric
2657;r15p-s2;MK;28.04.2008;Andreas
2658;o11r2;MK;28.04.2008;Andreas
2659;p3p-s14k;MK;28.04.2008;Andreas
2660;r14o-o4k;MK;28.04.2008;Andreas
2661;djM3Bb(24.4.2008);M3B;24.04.2008;Tierpfleger
2662;djM3Ba(24.4.2008);M3B;24.04.2008;Tierpfleger
2663;g9r2;KM;28.04.2008;Aymeric
2664;b11r3;O6;25.04.2008;Michael
2665;k5r2;O6;25.04.2008;Michael
2666;b14r3;O6;25.04.2008;Michael
2667;r1y17;O6;28.04.2008;Michael
2668;k18r4;IL;28.04.2008;Michael
2669;k17r4;IL;28.04.2008;Michael
2670;b12r2;KU;28.04.2008;Andreas
2671;b15r3;KU;28.04.2008;Andreas
2672;b16r2;KU;28.04.2008;Andreas
2673;b18r3;KU;28.04.2008;Andreas
2674;b19r2;KU;28.04.2008;Andreas
2675;b19r3;KU;28.04.2008;Andreas
2676;g12r3;KU;28.04.2008;Andreas
2677;g13r2;KU;28.04.2008;Andreas
2678;g13r3;KU;28.04.2008;Andreas
2679;g14r3;KU;28.04.2008;Andreas
2680;g15p-purple20;KU;28.04.2008;Andreas
2681;g19r2;KU;28.04.2008;Andreas
2682;g2r3;KU;28.04.2008;Andreas
2683;g6r2;KU;28.04.2008;Andreas
2684;g7r2;KU;28.04.2008;Andreas
2685;g9r3;KU;28.04.2008;Andreas
2686;k11r2;KU;28.04.2008;Andreas
2687;k1r3;KU;28.04.2008;Andreas
2688;k4r2;KU;28.04.2008;Andreas
2689;k6r3;KU;28.04.2008;Andreas
2690;k9r3;KU;28.04.2008;Andreas
2691;o14r3;KU;28.04.2008;Andreas
2692;o15r2;KU;28.04.2008;Andreas
2693;o18r2;KU;28.04.2008;Andreas
2694;p11r2;KU;28.04.2008;Andreas
2695;p14r2;KU;28.04.2008;Andreas
2696;p19r1;KU;28.04.2008;Andreas
2697;p1r3;KU;28.04.2008;Andreas
2698;p2r2;KU;28.04.2008;Andreas
2699;r10br-o4k;KU;28.04.2008;Andreas
2700;r14o-o4k;KU;28.04.2008;Andreas
2701;r2s1;KU;28.04.2008;Andreas
2702;r2s8;KU;28.04.2008;Andreas
2703;r2y15;KU;28.04.2008;Andreas
2704;r2y14;KU;28.04.2008;Andreas
2705;r2y18;KU;28.04.2008;Andreas
2706;r2y2;KU;28.04.2008;Andreas
2707;r2y8;KU;28.04.2008;Andreas
2708;r3s4;KU;28.04.2008;Andreas
2709;r3y13;KU;28.04.2008;Andreas
2710;r3y16;KU;28.04.2008;Andreas
2711;r3y17;KU;28.04.2008;Andreas
2712;r4s9;KU;28.04.2008;Andreas
2713;k4r3;KU;28.04.2008;Andreas
2714;r3s14;KU;28.04.2008;Andreas
2715;r3y18;KU;28.04.2008;Andreas
2716;o11r2;IS4;01.05.2008;Andreas
2717;b6r3;O6;01.05.2008;Andreas
2718;r15p-s2;IS1;02.05.2008;Andreas
2719;g1r3;O4;02.05.2008;Claude
2720;o10r1;KM;05.05.2008;Moritz
2721;g3r1;M4;05.05.2008;Georg
2722;purple8;M4;05.05.2008;Georg
2723;s10r3;MK;06.05.2008;Claude
2724;r2y19;KO;06.05.2008;Aymeric
2725;o10r1;MK;08.05.2008;Moritz
2726;p16r2;KO;08.05.2008;Claude
2727;s3k-y8;M7;09.05.2008;Moritz
2728;r11o-o4k;M7;09.05.2008;Moritz
2729;g13p-purple20;O4;09.05.2008;Moritz
2730;r8p-s19o;O4;09.05.2008;Moritz
2731;k2r3;ZZ_M;09.05.2008;Moritz
2732;k3r3;M3;09.05.2008;Moritz
2733;g18r3;M3B;09.05.2008;Moritz
2734;g19r3;M3B;09.05.2008;Moritz
2735;g20r3;M3B;09.05.2008;Moritz
2737;b10r4;M7;09.05.2008;Moritz
2738;g15r3;O1;09.05.2008;Moritz
2739;g16r3;O1;09.05.2008;Moritz
2740;g17r3;O1;09.05.2008;Moritz
2741;p13r3;U3B;09.05.2008;Moritz
2742;p14r3;U3B;09.05.2008;Moritz
2743;p15r3;U3B;09.05.2008;Moritz
2744;p16r3;U3B;09.05.2008;Moritz
2745;b6r3;M3B;09.05.2008;Moritz
2746;g18r3;KM;13.05.2008;Joshua
2747;r2s2;KM;14.05.2008;Claude
2748;p15r2;KU;07.05.2008;Janie
2749;p14r3;ZZ_U;15.05.2008;Joshua
2750;k9r3;ZZ-M;15.05.2008;Claude
2751;k9r3;E2;15.05.2008;Claude
2752;o7r1;IS2;28.04.2008;Andreas
2753;r4s5;KO;13.05.2008;Michael
2754;g1r4;U1;16.05.2008;Joshua
2755;k12r3;M6;16.05.2008;Joshua
2756;k13r3;M6;16.05.2008;Joshua
2757;k14r3;M6;16.05.2008;Joshua
2758;k15r4;M6;16.05.2008;Joshua
2759;k20r4;M6;16.05.2008;Joshua
2760;b1r4;O2;16.05.2008;Joshua
2761;b2r4;O2;16.05.2008;Joshua
2762;r4s19;O2;16.05.2008;Joshua
2763;r4s20;O2;16.05.2008;Joshua
2764;g11r3;IS3;29.04.2008;Andreas
2765;s20o-yellow20;KO;19.05.2008;Moritz
2766;b15r2;KM;19.05.2008;Moritz
2767;r5r16;U2B;16.05.2008;Josh
2768;r2y9;U2B;16.05.2008;Josh
2769;g10r3;KO;21.05.2008;Claude
2770;p14r3;E3;22.05.2008;Joshua
2771;o4r3;IS1;29.04.2008;Andreas
2772;g18r3;E3;22.05.2008;Joshua
2773;k3r2;MK;22.05.2008;Claude
2774;k5r3;KO;22.05.2008;Daniele
2775;r5r16;KO;21.05.2008;Andreas
2776;r4s6;KM;21.05.2008;Andreas
2777;p11r2;ZZ-U;26.05.2008;Claude
2778;k3r3;KO;27.05.2008;Claude
2779;r3y15;KM;28.05.2008;Moritz
2780;k5r3;MK;28.05.2008;Daniele
2781;g13r3;ZZ-U;28.05.2008;Claude
2782;g10r2;KO;29.05.2008;Aymeric
2783;b20r2;KM;02.06.2008;Andreas
2784;yellow1;KO;02.06.2008;Andreas
2785;r2s16;KM;02.06.2008;Claude
2786;r4s16;M5B;03.06.2008;Aymeric
2787;r3y1;E4;16.04.2008;Andreas
2788;r3y6;E4;16.04.2008;Andreas
2789;r3y6;MK;03.06.2008;Andreas
2790;r3y1;MK;03.06.2008;Andreas
2791;r2y15;ZZ-O;04.06.2008;Claude
2792;b8r4;U6B;04.06.2008;Claude
2793;b9r4;U6B;04.06.2008;Claude
2794;b12r4;M1;04.06.2008;Claude
2795;o1r4;M1;04.06.2008;Claude
2796;o2r4;M1;04.06.2008;Claude
2797;r4s17;M5B;04.06.2008;Claude
2798;b4r4;O4B;04.06.2008;Claude
2799;b5r4;O4B;04.06.2008;Claude
2800;b6r4;O4B;04.06.2008;Claude
2801;b7r4;U3;04.06.2008;Claude
2802;r4s18;M5B;04.06.2008;Aymeric
2803;g4r3;KO;19.05.2008;Michael
2804;b4r2;KM;26.05.2008;Michael
2805;r4s16;E4;05.06.2008;Aymeric
2806;r4s17;KO;05.06.2008;Aymeric
2807;o13r2;KM;05.06.2008;Josh
2808;yellow1;IS2;06.06.2008;Andreas
2809;r4s13;KO;06.06.2008;Andreas
2810;k17r4;KO;06.06.2008;Janie
2811;o19r1;KM;06.06.2008;Janie
2812;o5r3;KM;06.06.2008;Janie
2813;r2y20;KM;06.06.2008;Janie
2814;b16r1;U6B;09.03.2008;
2815;g3r3;KO;09.06.2008;Moritz
2816;p16r1;KM;09.06.2008;Moritz
2817;r3y16;ZZ-U;09.06.2008;Claude
2818;b19r2;ZZ-O;09.06.2008;Claude
2819;g13r2;ZZ-O;09.06.2008;Claude
2820;g15p-purple20;ZZ-O;09.06.2008;Claude
2821;g17r3;ZZ-O;09.06.2008;Claude
2822;g19r2;ZZ-O;09.06.2008;Claude
2823;k12r3;ZZ-O;09.06.2008;Claude
2824;k14r3;ZZ-O;09.06.2008;Claude
2825;k20r4;ZZ-O;09.06.2008;Claude
2826;p14r2;ZZ-O;09.06.2008;Claude
2827;r10br-o4k;ZZ-O;09.06.2008;Claude
2828;r2s1;ZZ-O;09.06.2008;Claude
2829;r3y13;ZZ-O;09.06.2008;Claude
2830;r3y17;ZZ-O;09.06.2008;Claude
2831;g14r3;ZZ-U;09.06.2008;Georg
2832;g6r2;ZZ-U;09.06.2008;Georg
2833;k11r2;ZZ-U;09.06.2008;Georg
2834;k4r3;ZZ-U;09.06.2008;Georg
2835;k6r3;ZZ-U;09.06.2008;Georg
2836;o15r2;ZZ-U;09.06.2008;Georg
2837;o18r2;ZZ-U;09.06.2008;Georg
2838;p14r3;ZZ-U;09.06.2008;Georg
2839;p19r1;ZZ-U;09.06.2008;Georg
2840;r14o-o4k;ZZ-U;09.06.2008;Georg
2841;r2y2;ZZ-U;09.06.2008;Georg
2842;r2y9;ZZ-U;09.06.2008;Georg
2843;r3s4;ZZ-U;09.06.2008;Georg
2844;b16r3;KU;09.06.2008;Georg
2845;b20r3;KU;09.06.2008;Georg
2846;b4r4;KU;09.06.2008;Georg
2847;b8r1;KU;09.06.2008;Georg
2848;g20r2;KU;09.06.2008;Georg
2849;g7r3;KU;09.06.2008;Georg
2850;green12;KU;09.06.2008;Georg
2851;k19r2;KU;09.06.2008;Georg
2852;k20r2;KU;09.06.2008;Georg
2853;o10r3;KU;09.06.2008;Georg
2854;o6r3;KU;09.06.2008;Georg
2855;p2r3;KU;09.06.2008;Georg
2856;p3p-s14k;KU;09.06.2008;Georg
2857;p3r3;KU;09.06.2008;Georg
2858;p4r3;KU;09.06.2008;Georg
2859;p6r3;KU;09.06.2008;Georg
2860;p8r2;KU;09.06.2008;Georg
2861;r2s17;KU;09.06.2008;Georg
2862;r2y5;KU;09.06.2008;Claude
2863;r3s1;KU;09.06.2008;Georg
2864;r3s17;KU;09.06.2008;Georg
2865;s2s12-sg8;KU;09.06.2008;Georg
2866;b2r4;KM;09.06.2008;Georg
2867;g16r2;KM;09.06.2008;Georg
2869;g16r3;KM;09.06.2008;Georg
2871;g17r2;KM;09.06.2008;Georg
2872;g19r3;KM;09.06.2008;Georg
2873;k16r2;KM;09.06.2008;Georg
2874;k6r2;KM;09.06.2008;Georg
2875;o11r2;KM;09.06.2008;Georg
2876;p19r3;KM;09.06.2008;Georg
2877;r18p-s17o;KM;09.06.2008;Georg
2878;g3r2;KM;09.06.2008;Georg
2879;g2r2;KU;09.06.2008;Georg
2880;g4r2;KU;09.06.2008;Georg
2881;;;;
2882;o9r3;KU;09.06.2008;Georg
2883;r4s13;IS2;10.06.2008;Andreas
2884;g15r3;KM;10.06.2008;Andreas
2885;b20r2;IS7;10.06.2008;Andreas
2886;g15r3;IS7;12.06.2008;Andreas
2887;b16r4;O1;12.06.2008;Georg
2888;p9r1;KO;13.06.2008;Moritz
2889;r4s18;E4;13.06.2008;Joshua
2890;k15r4;KM;26.05.2008;Joshua
2891;k15r4;E3;13.06.2008;Joshua
2892;b7r3;O6;13.06.2008;Daniele
2893;p20r3;O6;13.06.2008;Daniele
2894;g6r1;O6;13.06.2008;Daniele
2895;p9r2;O6;13.06.2008;Daniele
2896;g8r1;O6;13.06.2008;Daniele
2897;k10r2;O6;13.06.2008;Daniele
2899;r4y4;M2B;13.06.2008;Daniele
2900;r2y20;IS3;10.06.2008;Janie
2901;k17r4;IS1;10.06.2008;Janie
2902;o19r1;IS6;10.06.2008;Janie
2903;o5r3;IS5;10.06.2008;Janie
2904;o5r3;IS5;13.06.2008;Janie
2905;r4s6;MK;14.06.2008;Andreas
2906;b20r2;MK;14.06.2008;Andreas
2907;r4s11;KO;16.06.2008;Andreas
2908;r1s8;KO;16.06.2008;Andreas
2909;b13r4;M3;16.06.2008;Daniele
2910;b18r4;M4B;16.06.2008;Daniele
2911;b19r4;M4B;16.06.2008;Daniele
2912;b20r4;M4B;16.06.2008;Daniele
2913;g2r4;M4B;16.06.2008;Daniele
2914;g3r4;M4B;16.06.2008;Daniele
2915;b11r4;M5;16.06.2008;Daniele
2916;r4y1;M5;16.06.2008;Daniele
2917;r4y2;M5;16.06.2008;Daniele
2921;r2r5;KO;17.06.2008;Moritz
2922;b10r4;KM;17.06.2008;Michael
2923;r1s7;KO;12.06.2008;Michael
2924;r2y4;MK;09.06.2008;Michael
2925;g15r3;MK;17.06.2008;Andreas
2927;g9r3;KU;18.06.2008;Claude
2928;juvM6a;M6;18.06.2008;Aymeric
2929;juvM6a;E3;18.06.2008;Joshua
2930;p9r1;MK;19.06.2008;Moritz
2931;p16r3;KM;19.06.2008;Janie
2932;o19r1;MK;19.06.2008;Janie
2934;g18r2;KM;20.06.2008;Janie
2935;p5r3;KM;20.06.2008;Janie
2937;k7r3;KO;20.06.2008;Janie
2939;o11r1;KM;20.06.2008;Janie
2940;k8r3;KO;20.06.2008;Janie
2942;dJM1e;M1;22.06.2008;Michael
2943;dJM3Bc;M3B;20.06.2008;Michael
2944;dJM3Bd;M3B;19.06.2008;Michael
2948;o9r4;M6;19.06.2008;Michael
2949;o5r4;M6;19.06.2008;Michael
2950;o10r4;M6;19.06.2008;Michael
2951;o6r4;M6;19.06.2008;Michael
2952;b15r4;O1;19.06.2008;Michael
2953;b17r4;O1;19.06.2008;Michael
2954;dJO2e;O2;19.06.2008;Michael
2955;o3r4;U4;19.06.2008;Michael
2956;o7r3-b;U4;19.06.2008;Michael
2957;o8r4;U4;19.06.2008;Michael
2959;o4r4;U4;19.06.2008;Michael
2960;b8o-p11k;U4;19.06.2008;Michael
2961;s13p-yellow8;U4;22.06.2008;Michael
2962;b1r2;KO;23.06.2008;Michael
2963;o11r1;IS7;24.06.2008;Janie
2964;p5r3;IS4;24.06.2008;Janie
2965;g18r2;IS2;24.06.2008;Janie
2970;k7r3;IS6;24.06.2008;Janie
2971;k8r3;IS8;24.06.2008;Janie
2973;p16r3;IS3;24.06.2008;Janie
2975;k17r4;MK;25.06.2008;Janie
2979;r3y11;U4B;26.06.2008;Andreas
2980;r3y2;U4B;26.06.2008;Andreas
2981;juvO2a;E4;26.06.2008;Aymeric
2982;r2r5;MK;26.06.2008;Moritz
2983;k7r3;ZZU;26.06.2008;Janie
2984;g18r2;ZZU;30.06.2008;Janie
2985;r1s14;KM;02.07.2008;Andreas
2986;g20r3;KO;02.07.2008;Andreas
2987;g19r2;KU;02.07.2008;Aymeric
2988;b18r4;KM;02.07.2008;Janie
2990;p13r3;KO;01.07.2008;Michael
2992;o17r4;M1;06.07.2008;Moritz
2993;o18r4;M1;06.07.2008;Moritz
2994;g7r4;M3B;06.07.2008;Moritz
2995;g9r4;M3B;06.07.2008;Moritz
2996;o11r4;O2;06.07.2008;Moritz
2997;o12r4;O2;06.07.2008;Moritz
2998;o13r4;O2;06.07.2008;Moritz
2999;o14r4;O2;06.07.2008;Moritz
3000;o15r4;U3;06.07.2008;Moritz
3001;o16r4;U3;06.07.2008;Moritz
3002;g20r3;IS6;06.07.2008;Andreas
3003;r1s14;IS7;06.07.2008;Andreas
3004;b18r4;IS8;07.07.2008;Janie
3006;k18r4;KO;07.07.2008;Janie
3008;b20r1;KO;07.07.2008;Janie
3009;o1r4;KO;07.07.2008;Janie
3010;g8r4;U3B;07.07.2008;Aymeric
3011;r4y2;KU;08.07.2008;Andreas
3012;p14r2;KU;08.07.2008;Andreas
3013;k18r4;IS3;09.07.2008;Janie
3014;k18r4;ZZU;10.07.2008;Janie
3015;b18r4;ZZU;10.07.2008;Janie
3016;cj1;O1;11.07.2008;Aymeric
3017;o7r3-b;KO;11.07.2008;Michael
3019;b12r4;KO;11.07.2008;Michael
3020;b16r4;E1;11.07.2008;Georg
3021;o3r4;KO;14.07.2008;Michael
3022;r4y6;M5B;12.07.2008;Joshua
3023;r4y7;M5B;12.07.2008;Joshua
3024;r4y8;M5B;12.07.2008;Joshua
3025;r4y9;M5B;12.07.2008;Joshua
3026;r4y10;M5B;12.07.2008;Joshua
3028;r4p1;U6B;12.07.2008;Joshua
3029;r4p2;U6B;12.07.2008;Joshua
3030;r4p3;U6B;12.07.2008;Joshua
3031;r4p4;U6B;12.07.2008;Joshua
3032;r4p5;U6B;12.07.2008;Joshua
3033;yellow10;M3B;15.07.2008;Joshua
3034;o9o10;M3B;15.07.2008;Joshua
3035;g5r1;M5B;15.07.2008;Joshua
3036;purple13;M5B;15.07.2008;Joshua
3037;r1s14;MK;15.07.2008;Andreas
3038;tj1;M7B;16.07.2008;Joshua
3039;r4s11;IS2;18.06.2008;Andreas
3040;r1s8;IS7;18.06.2008;Andreas
3041;r1s8;MK;17.07.2008;Andreas
3042;r4s11;MK;17.07.2008;Andreas
3043;g3r4;KM;17.07.2008;Andreas
3044;p4r1;KO;11.07.2008;Claude
3045;b6r4;KO;18.07.2008;Andreas
3046;g5r1;KM;18.07.2008;Andreas
3047;g1o-g14k;KM;18.07.2008;Michael
3048;g20r3;MK;19.07.2008;Andreas
3049;r4y5;M3;19.07.2008;Claude
3050;p9r4;M5;19.07.2008;Claude
3051;p10r4;M5;19.07.2008;Claude
3052;p11r4;M5;19.07.2008;Claude
3053;p12r4;M5;19.07.2008;Claude
3056;k7r5;U3;19.07.2008;Michael
3060;p16r4;U5B;19.07.2008;Georg
3061;g4r4;U7;19.07.2008;Claude
3062;g5r4;U7;19.07.2008;Claude
3063;g6r4;U7;19.07.2008;Claude
3064;o19r4;U7;19.07.2008;Claude
3065;o20r4;U7;19.07.2008;Claude
3066;g9r1;M5;19.07.2008;Claude
3067;b4p-red11;M5;19.07.2008;Claude
3068;p14k-p2;U7;19.07.2008;Claude
